Score,Amyloid,Score1,Peptide,Seqno,Header
0.29830722022938644,False,0.28683386560517926,PGGGKV,1,serrano_0
0.24858034771785426,False,0.2390195651133214,GGGKVQ,1,serrano_0
0.42198588408408044,False,0.40575565777315425,GGKVQI,1,serrano_0
0.6214310549642641,True,0.6056573489211085,GKVQIV,1,serrano_0
0.7431278716149082,True,0.7324248662655294,KVQIVY,1,serrano_0
0.7431278716149082,True,0.7324248662655294,VQIVYK,1,serrano_0
0.5099920764200172,False,0.49037699655770883,QIVYKP,1,serrano_0
0.6894423790457445,True,0.6765024781726505,IVYKPV,1,serrano_0
0.29830722022938644,False,0.28683386560517926,PGGGKV,2,serrano_1
0.3271835694184225,False,0.3145995859792524,GGGKVY,2,serrano_1
0.29269480868914927,False,0.2814373160472589,GGKVYK,2,serrano_1
0.2205483047151435,False,0.2120656776107149,GKVYKP,2,serrano_1
0.40468309895351356,False,0.38911836437837843,KVYKPV,2,serrano_1
0.2535966541026682,False,0.24384293663718093,PGGGKN,3,serrano_2
0.20884663747258647,False,0.2008140744928716,GGGKNA,3,serrano_2
0.23637015584820442,False,0.22727899600788887,GGKNAE,3,serrano_2
0.34483208404768406,False,0.3315693115843116,GKNAEV,3,serrano_2
0.26804681557092813,False,0.25773732266435395,KNAEVY,3,serrano_2
0.26804681557092813,False,0.25773732266435395,NAEVYK,3,serrano_2
0.2794731186362891,False,0.26872415253489335,AEVYKP,3,serrano_2
0.4286977064969398,False,0.41220933317013436,EVYKPV,3,serrano_2
0.29830722022938644,False,0.28683386560517926,PGGGKV,4,serrano_3
0.24858034771785426,False,0.2390195651133214,GGGKVQ,4,serrano_3
0.42198588408408044,False,0.40575565777315425,GGKVQI,4,serrano_3
0.6214310549642641,True,0.6056573489211085,GKVQIV,4,serrano_3
0.5788519296601331,True,0.561304093395972,KVQIVE,4,serrano_3
0.5788519296601331,True,0.561304093395972,VQIVEK,4,serrano_3
0.32675021447787733,False,0.3141828985364205,QIVEKP,4,serrano_3
0.528968543555306,True,0.5093422328701104,IVEKPV,4,serrano_3
0.34616784668321543,False,0.332853698733861,QTAPVP,5,serrano_4
0.3789505006667276,False,0.36437548141031495,TAPVPM,5,serrano_4
0.3744099632099349,False,0.3600095800095528,APVPMP,5,serrano_4
0.34600370694238153,False,0.33269587205998224,PVPMPD,5,serrano_4
0.38034935839756745,False,0.3657205369207379,VPMPDL,5,serrano_4
0.22860365876753239,False,0.2198112103533965,PMPDLK,5,serrano_4
0.228292888328427,False,0.2195123926234875,MPDLKN,5,serrano_4
0.3146614726383852,False,0.3025591083061396,PDLKNV,5,serrano_4
0.265167870916321,False,0.25496910665030864,DLKNVK,5,serrano_4
0.28274132255955886,False,0.27186665630726814,LKNVKS,5,serrano_4
0.18768360958885213,False,0.18046500922005013,KNVKSK,5,serrano_4
0.3282828284144553,False,0.31565656578313006,NVKSKI,5,serrano_4
0.3967337434556915,False,0.3814747533227803,VKSKIG,5,serrano_4
0.33896606934218654,False,0.32592891282902553,KSKIGS,5,serrano_4
0.3392298941365505,False,0.326182590515914,SKIGST,5,serrano_4
0.3392665150321399,False,0.3262178029155191,KIGSTE,5,serrano_4
0.3399530937346573,False,0.3268779747448628,IGSTEN,5,serrano_4
0.3005315748755022,False,0.28897266814952133,GSTENL,5,serrano_4
0.24500541633790973,False,0.23558213109414397,STENLK,5,serrano_4
0.23396464091057892,False,0.22496600087555665,TENLKH,5,serrano_4
0.22474605764411326,False,0.21610197850395504,ENLKHQ,5,serrano_4
0.30416389595993626,False,0.2924652845768618,NLKHQP,5,serrano_4
0.308595503752154,False,0.29672644591553266,LKHQPG,5,serrano_4
0.3014911797174058,False,0.28989536511289016,KHQPGG,5,serrano_4
0.2513040789462149,False,0.24163853744828356,HQPGGG,5,serrano_4
0.25046017139924037,False,0.24082708788388496,QPGGGK,5,serrano_4
0.29830722022938644,False,0.28683386560517926,PGGGKV,5,serrano_4
0.24858034771785426,False,0.2390195651133214,GGGKVQ,5,serrano_4
0.42198588408408044,False,0.40575565777315425,GGKVQI,5,serrano_4
0.6214310549642641,True,0.6056573489211085,GKVQIV,5,serrano_4
0.7431278716149082,True,0.7324248662655294,KVQIVY,5,serrano_4
0.32116034206482963,False,0.30880802121618234,KPVDLS,6,serrano_5
0.32116034206482963,False,0.30880802121618234,PVDLSK,6,serrano_5
0.5065656362578559,False,0.48708234255563065,VDLSKV,6,serrano_5
0.3720422852707017,False,0.35773296660644394,DLSKVT,6,serrano_5
0.34796508626793504,False,0.3345818137191683,LSKVTS,6,serrano_5
0.23420308378366989,False,0.22519527286891333,SKVTSK,6,serrano_5
0.33202170813073417,False,0.3192516424333982,KVTSKC,6,serrano_5
0.37599556721625105,False,0.36153419924639524,VTSKCG,6,serrano_5
0.28192929468479955,False,0.27108586027384574,TSKCGS,6,serrano_5
0.29335137908730385,False,0.2820686337377922,SKCGSL,6,serrano_5
0.28318933315414924,False,0.2722974357251435,KCGSLG,6,serrano_5
0.3178905243738993,False,0.30566396574413396,CGSLGN,6,serrano_5
0.3704539573083881,False,0.3562057281811424,GSLGNI,6,serrano_5
0.5208564482542787,True,0.500892133598207,SLGNIH,6,serrano_5
0.596915444931349,True,0.5801202551368219,LGNIHH,6,serrano_5
0.5031823220516822,False,0.4838291558189252,GNIHHK,6,serrano_5
0.46774466080405225,False,0.4497544815423579,NIHHKP,6,serrano_5
0.519721258124714,False,0.4997319789660712,IHHKPG,6,serrano_5
0.4171262402770494,False,0.40108292334331674,HHKPGG,6,serrano_5
0.2600522794889661,False,0.25005026873939046,HKPGGG,6,serrano_5
0.20732447096389212,False,0.19935045284989625,KPGGGQ,6,serrano_5
0.2920478981204007,False,0.28081528665423144,PGGGQV,6,serrano_5
0.31212159710318405,False,0.3001169202915231,GGGQVE,6,serrano_5
0.44382279781498085,False,0.42675269020671236,GGQVEV,6,serrano_5
0.36545534251715805,False,0.3513993678049597,GQVEVK,6,serrano_5
0.37569405877901524,False,0.3612442872875146,QVEVKS,6,serrano_5
0.35110875449245044,False,0.3376045716273562,VEVKSE,6,serrano_5
0.18037968330259557,False,0.17344200317557265,EVKSEK,6,serrano_5
0.27516380192739925,False,0.26458057877634544,VKSEKL,6,serrano_5
0.22322923300718805,False,0.21464349327614235,KSEKLD,6,serrano_5
0.2731880383684452,False,0.262680806123505,SEKLDF,6,serrano_5
0.3364764276684004,False,0.32353502660423117,KDRVQS,7,serrano_6
0.3340388043854575,False,0.3211911580629399,DRVQSK,7,serrano_6
0.3126541993102057,False,0.3006290377982747,RVQSKI,7,serrano_6
0.4049441333843737,False,0.3893693590234362,VQSKIG,7,serrano_6
0.3057299798181438,False,0.29397113444052286,QSKIGS,7,serrano_6
0.37345328197838046,False,0.3590896942099812,SKIGSL,7,serrano_6
0.29471676075815345,False,0.2833815007289937,KIGSLD,7,serrano_6
0.3741438867397543,False,0.3597537372497637,IGSLDN,7,serrano_6
0.3740806132201635,False,0.35969289732708026,GSLDNI,7,serrano_6
0.33873129284106057,False,0.32570316619332745,SLDNIT,7,serrano_6
0.43927192183042485,False,0.42237684791387003,LDNITH,7,serrano_6
0.5129356412037974,False,0.49320734731134364,DNITHV,7,serrano_6
0.5452354901615447,True,0.5262869689182758,NITHVP,7,serrano_6
0.58224891041583,True,0.5648426150164896,ITHVPG,7,serrano_6
0.39690029108134084,False,0.38163489527052,THVPGG,7,serrano_6
0.43295433010030243,False,0.41630224048106,HVPGGG,7,serrano_6
0.3062970377379982,False,0.29451638244038286,VPGGGN,7,serrano_6
0.34616784668321543,False,0.332853698733861,QTAPVP,8,serrano_7
0.3789505006667276,False,0.36437548141031495,TAPVPM,8,serrano_7
0.3744099632099349,False,0.3600095800095528,APVPMP,8,serrano_7
0.34600370694238153,False,0.33269587205998224,PVPMPD,8,serrano_7
0.38034935839756745,False,0.3657205369207379,VPMPDL,8,serrano_7
0.22860365876753239,False,0.2198112103533965,PMPDLK,8,serrano_7
0.228292888328427,False,0.2195123926234875,MPDLKN,8,serrano_7
0.3146614726383852,False,0.3025591083061396,PDLKNV,8,serrano_7
0.265167870916321,False,0.25496910665030864,DLKNVK,8,serrano_7
