Score,Amyloid,Score1,Peptide,Seqno,Header
0.29830722022938644,False,0.28683386560517926,PGGGKV,1,serrano_0
0.3271835694184225,False,0.3145995859792524,GGGKVY,1,serrano_0
0.29269480868914927,False,0.2814373160472589,GGKVYK,1,serrano_0
0.2205483047151435,False,0.2120656776107149,GKVYKP,1,serrano_0
0.40468309895351356,False,0.38911836437837843,KVYKPV,1,serrano_0
0.2535966541026682,False,0.24384293663718093,PGGGKN,2,serrano_1
0.20884663747258647,False,0.2008140744928716,GGGKNA,2,serrano_1
0.23637015584820442,False,0.22727899600788887,GGKNAE,2,serrano_1
0.34483208404768406,False,0.3315693115843116,GKNAEV,2,serrano_1
0.26804681557092813,False,0.25773732266435395,KNAEVY,2,serrano_1
0.26804681557092813,False,0.25773732266435395,NAEVYK,2,serrano_1
0.2794731186362891,False,0.26872415253489335,AEVYKP,2,serrano_1
0.4286977064969398,False,0.41220933317013436,EVYKPV,2,serrano_1
0.34616784668321543,False,0.332853698733861,QTAPVP,3,serrano_2
0.3789505006667276,False,0.36437548141031495,TAPVPM,3,serrano_2
0.3744099632099349,False,0.3600095800095528,APVPMP,3,serrano_2
0.34600370694238153,False,0.33269587205998224,PVPMPD,3,serrano_2
0.38034935839756745,False,0.3657205369207379,VPMPDL,3,serrano_2
0.22860365876753239,False,0.2198112103533965,PMPDLK,3,serrano_2
0.228292888328427,False,0.2195123926234875,MPDLKN,3,serrano_2
0.3146614726383852,False,0.3025591083061396,PDLKNV,3,serrano_2
0.265167870916321,False,0.25496910665030864,DLKNVK,3,serrano_2
0.28274132255955886,False,0.27186665630726814,LKNVKS,3,serrano_2
0.18768360958885213,False,0.18046500922005013,KNVKSK,3,serrano_2
0.3282828284144553,False,0.31565656578313006,NVKSKI,3,serrano_2
0.3967337434556915,False,0.3814747533227803,VKSKIG,3,serrano_2
0.33896606934218654,False,0.32592891282902553,KSKIGS,3,serrano_2
0.3392298941365505,False,0.326182590515914,SKIGST,3,serrano_2
0.3392665150321399,False,0.3262178029155191,KIGSTE,3,serrano_2
0.3399530937346573,False,0.3268779747448628,IGSTEN,3,serrano_2
0.3005315748755022,False,0.28897266814952133,GSTENL,3,serrano_2
0.24500541633790973,False,0.23558213109414397,STENLK,3,serrano_2
0.23396464091057892,False,0.22496600087555665,TENLKH,3,serrano_2
0.22474605764411326,False,0.21610197850395504,ENLKHQ,3,serrano_2
0.30416389595993626,False,0.2924652845768618,NLKHQP,3,serrano_2
0.308595503752154,False,0.29672644591553266,LKHQPG,3,serrano_2
0.3014911797174058,False,0.28989536511289016,KHQPGG,3,serrano_2
0.2513040789462149,False,0.24163853744828356,HQPGGG,3,serrano_2
0.25046017139924037,False,0.24082708788388496,QPGGGK,3,serrano_2
0.29830722022938644,False,0.28683386560517926,PGGGKV,3,serrano_2
0.24858034771785426,False,0.2390195651133214,GGGKVQ,3,serrano_2
0.42198588408408044,False,0.40575565777315425,GGKVQI,3,serrano_2
0.6214310549642641,True,0.6056573489211085,GKVQIV,3,serrano_2
0.7431278716149082,True,0.7324248662655294,KVQIVY,3,serrano_2
0.32116034206482963,False,0.30880802121618234,KPVDLS,4,serrano_3
0.32116034206482963,False,0.30880802121618234,PVDLSK,4,serrano_3
0.5065656362578559,False,0.48708234255563065,VDLSKV,4,serrano_3
0.3720422852707017,False,0.35773296660644394,DLSKVT,4,serrano_3
0.34796508626793504,False,0.3345818137191683,LSKVTS,4,serrano_3
0.23420308378366989,False,0.22519527286891333,SKVTSK,4,serrano_3
0.33202170813073417,False,0.3192516424333982,KVTSKC,4,serrano_3
0.37599556721625105,False,0.36153419924639524,VTSKCG,4,serrano_3
0.28192929468479955,False,0.27108586027384574,TSKCGS,4,serrano_3
0.29335137908730385,False,0.2820686337377922,SKCGSL,4,serrano_3
0.28318933315414924,False,0.2722974357251435,KCGSLG,4,serrano_3
0.3178905243738993,False,0.30566396574413396,CGSLGN,4,serrano_3
0.3704539573083881,False,0.3562057281811424,GSLGNI,4,serrano_3
0.5208564482542787,True,0.500892133598207,SLGNIH,4,serrano_3
0.596915444931349,True,0.5801202551368219,LGNIHH,4,serrano_3
0.5031823220516822,False,0.4838291558189252,GNIHHK,4,serrano_3
0.46774466080405225,False,0.4497544815423579,NIHHKP,4,serrano_3
0.519721258124714,False,0.4997319789660712,IHHKPG,4,serrano_3
0.4171262402770494,False,0.40108292334331674,HHKPGG,4,serrano_3
0.2600522794889661,False,0.25005026873939046,HKPGGG,4,serrano_3
